,Comment,Label
51,Có lẻ mình đã chán rồi nên tua nhanh phim giống làm cho trẻ em xem hơn.,negative
52,"Phim M giờ cứ kiểu lấy yếu tố hài là chính. Những phim trong các năm gần đây toàn hài với hài ko còn mang bóng tối bí hiểm hay gây cấn nữa. Còn phản diện giờ cứ như cho có làm nền chứ k còn thâm hiểm nguy hiểm mang tâm lý nặng nề gây ko ít khó khăn cho nhân vật chính nữa.
Dần về sau mất đi chiều sâu của dòng phim siêu anh hùng nữa. 
Chưa kể quá nhiều phim nữ quyền làm cánh mày râu mất lun vị trí trong dòng phim siêu anh hùng.",neutral
53,Tôi chả phải fan của ai hết. Cứ phim Maver hay DC ra tui đều xem hết 😂,neutral
54,Ủa có phim này rồi hả 😂,neutral
55,Đéo hiểu kiểu gì nhét toàn nhân vật nữ vào 😢,negative
56,Cuối tuần t ra rạp là để giải trí nên cất não ở nhà. Nên trừ mấy cảnh diễn viên tương tác hơi ngượng ra thì phim này vẫn ổn. Với con sen cuồng mèo như t nữa thì 10đ😂😂😂,neutral
57,Trong 1 vũ trụ mà chỉ cần bạn mặc đồ bó lâu ngày người ta sẽ nghĩ bạn là sah,neutral
58,"Mình xem phim này ở rạp rồi. Thật sự là 5/10 thôi, ra khỏi rạp cảm thấy tiếc tiền vl=)) tất tần tật từ nội dung, kĩ xảo, diễn xuất hoàn toàn không có gì đáng nhớ hay ấn tượng, phải nói là chán òm ấy🙂 từ lúc nhìn poster phim đã thấy không hay rồi👎🏻👎🏻👎🏻",negative
59,"Vẫn là công thức cũ từ hơn 4 năm trước để làm phim nhưng lại phản tác dụng vì ĐA VŨ TRỤ. 
Vừa hỗn loạn, vừa đọng lại những tàn dư của phase trước chưa giải quyết xong, kiểu như bình mới - cũ, rượu cũ - mới đủ màu đủ vị nhưng chất lượng kém. 
Chắc với những sự kiện từ Loki và X men hoặc 1 sự kiện nào khác sẽ reset lại cái ĐA VŨ TRỤ gọn gàng hơn, chứ không thà làm những series chất lượng xem cho dài.",negative
60,Hình như chê cũng cũng phong trào thì phải =)) Tớ xem thấy hay mà toàn chuyên gia xem phim :))),positive
61,"Dường như những nhân vật mang sức mạnh tầm vũ trụ như vậy mà chẳng có giải thích được quá trình đạt được sức mạnh đó, kèm với lý do, trách nhiệm chiến đấu. Tất cả chỉ đột nhiên bộc phát, như 1 người thường tự nhiên có tất cả vậy. Điều đó khiến cho mình cảm thấy tự hỏi liệu người đó có xứng đáng với sức mạnh đó ko",neutral
62,"woke, nữ quyền, da đen",neutral
63,"Marvel tập trung vào siêu anh hùng nam thì không thất bại vậy đâu. Cứ nữ quyền với da đen cho lắm vào, kể cả đạo diễn, thất bại xứng đáng",negative
64,MCU muốn quay lại thời huy hoàng chỉ còn cách mời Tony stark về,negative
67,"Sau endgame may ra có GOTG 3 vs phần nào doctor 2 là xem còn có cảm xúc, hứng thú. Còn lại chán quá",neutral
68,"đang xem đc 1 nửa r, chả hiểu gì 😂. phim quá tệ, moidaden cho lắm vào",negative
69,"ủa t  thấy xem giải trí cũng ổn mà,  các bạn đang trộng đợi vào điều gì vậy ?
=))",negative
72,"đã từ 1 năm nay tôi bỏ xem phim Marvel, vì xem cảm thấy chán vãi. Kể cả phim Vệ Binh Dải ngân hà phần mới được tung hô là hay - tôi xem cũng thấy thường. Chưa nói đến mấy phim hạng B hạng C như Marvels này.
phim DC thì cũng đang không khá hơn. Nhưng The Flash còn khá hơn mấy phim Marvel rác gần đây. và DC có The Batman vẫn cứ là hay.",neutral
74,"Ko phân biệt, nhưng phim giờ toàn nữ quyền coi chán hẳn. Nữ giờ đánh nhau còn gớm hơn nam. Coi chán chết.",negative
75,sao làm chủ tịch park nhìn dìm thế tr @@,negative
76,Phim xem PHÍ TIỀN ,negative
77,Đạo diễn nữ chỉ vậy thôi,negative
78,Combo đàn bà + siêu anh hùng = fail,negative
79,"đúng là MV làm phim theo kiểu của họ, mà người xem về vũ trụ ko hiêu gì cả, người bình thường ko hiểu gì",negative
80,Phim tệ vllll. Dở  nhân vật diễn quá tệ. Mọi người  Ko nên đi xem,negative
81,"Phim hay vãi cả lìn, các bạn xem marvel vì cái gì, cái gì đưa bạn đến marvel, chính là nó, xây dựng chuẩn original thế r, chỉ có fan ngày càng khó chiều khiến họ p chạy theo lm khác đi, lm khác đi thì chê, CHỊU",positive
82,"Chịu luôn mấy ô quan tâm đến đời tư người ta, chỉ vì nhiều phốt mà bỏ cả xem phim :))",neutral
83,Dạo này marvel thử hơi nhiều😂,neutral
86,"Trong chữ ""siêu anh hùng"" đã ghi rõ giới tính trong đó rồi. Thêm quả đạo diễn cũng là nữ thì fail là điều hiển nhiên.",negative
87,"mình vẫn không hiểu vì sao khi Dar-Benn đeo 2 vòng thì ngỏm, mà Ms Marvel thì lại không sao",neutral
88,"Cứ spam nữ quyền và mọi đen thì thế thôi,",neutral
91,"Phim nhạt, nhảm, vô tri, vô cảm 😅",negative
93,Rác rưởi :))),negative
94,"sức mạnh quá lớn thật khó khai thác, như superman ấy",neutral
95,"H chỉ hóng The Boys ss4,h không thẩm nổi phim của Marvel,có vẻ càng ngày càng nhạt!",negative
96,Mấy đứa chê chắc là fan nửa mùa quá :)) chắc xem được mỗi Avengers rồi phán phim của Marvel tệ,neutral
97,xem xong phim chả để lại cho mình đc cảm giác gì. Phim này thích hợp để nefflix and chill thôi :)) k xem cx đc,negative
100,Bộ này như con cac í toàn khen,neutral
1,Bộ  phim kinh dị hay nhưng tình tiết câu chuyện rối loạn ng xem không hiểu,neutral
4,thế thì đúng là nên đọc chuyện. Ông ăn mày biến mất vì bị nghi giết ôg lão. đợi đủ 192 người vì dân làng lúc đấy chưa đủ 192 người,neutral
5,Phim xem cute lắm luôn :)))),positive
6,Mình không bt thế nào chứ mất tập đầu cuốn bao nhiêu thì mấy tập sau mình cứ thấy hụt hẫng thế nào ấy chả hay j cả( cảm nhận cá nhân của 1 người bình thường khi xem phim),neutral
7,Tui hỏi xíu là diệt cả làng là 192 người thế con ông thập chết thay ông vậy 2 anh em nhà mây thì sao vậy có nghĩa là làng dưng à,neutral
8,"mấy tập cuối như kiểu làm vội, qua loa....phải đọc comment của các bạn đọc truyện mới hiểu được, mấy phân cảnh cuối bố cục nhảy lộn xộn, đoạn quỷ canh rượu đi vào, mình xém phì cười, tạo hình quỷ canh rượu nhìn như con ma nơ canh, cái tủ gỗ trong nhà cháy lại có thể cứu 2 mạng người, mà 2 mạng người con quỷ không biết hay sao mà lại chấm dứt giao kèo với thập nương, cũng không nói rõ...mấy tập đầu thực sự rất lôi cuốn, mấy tập sau thì kiểu...ráng coi cho hết :v",neutral
11,"Đôi khi mình xem phim mình cứ hay nghĩ đến những bộ truyện kinh dị , đặc biệt ở đoạn cuối . Nó hoàn toàn có thể trở lên đáng sợ hơn theo nhiều cách nhưng ở VN , nó vẫn là một cái gì đó bớt man rợ , nhân tính hơn rất nhiều để phù hợp với nhiều đối tượng",neutral
12,Bộ truyện gốc là cả làng bị bạc tóc bởi thuốc chi đó của thập nương để thập nương kiểm soát số người bả giết với số dân làng nên mới có việc làng sinh đẻ không được thuận lợi nma trong phim không có tóc bạc nên cũng có hơi cấn khúc đó. Trong truyện thấy tội vợ tam quỷ vì em tưởng bả bị thập nương nhập để dang díu với ông kia nma chừ coi phim thì thấy bả có ý ngoại tình nên em cũng thắc mắc là bỏ sót ý nào của truyện không hay nlp làm z cho mọi chuyện êm xui qua hơn❤,neutral
13,"quỷ canh rượu mặc dù có sức mạnh hơn tất cả nhưng khi xuất hiện thì như con rối bị giật dây khung hình rung lắc thực sự xem khá khó chịu và ko làm cho nó có cảm giác là sức mạnh thực sự mà nó chỉ là con rối bị điều khiển từ xa, phim đầu thì hay càng cuối càng dở",neutral
14,"hơi hụt hẫng, lấn cấn 2 tập cuối",negative
15,cốt truyện không bằng 1 góc truyện của trường lê,negative
19,3 tập cuối làm như cho có.. xem chán dễ sợ,negative
20,Chê gì thì chê nhưng chốt lại phim vẫn đang xem và có bước tiền đột phá với những nhà làm phim việt rồi,positive
21,"dù phim đã được chính tác giả gốc tham gia, nhưng nhờ biên kịch để chuyển thể lên phim nên cốt truyện bị gãy và thiếu hẳn những phần hấp dẫn như nguyên tác, vẫn là sự yếu kém trong khâu biên kịch của điện ảnh Việt",negative
22,"Thực tình mà nói thì....
Màu phim => xuất sắc
Bối cảnh => 10 điểm khỏi nhưng
Diễn viên => ổn áp...dù có mấy đoạn hơi cứng cứng
Cốt truyện => sẽ rất hay nếu không lôi hết giải thích ra từ đầu phim...
Và rút cục phim bị phần dẫn dắt làm hư hết....",negative
23,đầu thì rõ hay về cuối xem cứ nhảm nhảm kiểu gì ý,negative
24,Càn về sau càng A Đuồi...đang thắc mắc khúc cưới sao Tam bị gọi lên thuyền về cõi âm,neutral
25,"mình đã đọc truyện và thấy cái kết thực sự hụt hẫng, cái kết thiếu quá nhiều thông tin và làm mất hết logic của truyện.",negative
27,Phim giống mấy phim hàn nhỉ,neutral
28,Số người chết trong làng kéo dài từ truớc rồi,neutral
29,T đang thắc mắc là quỷ canh rượu sẽ lấy mạng của thập nương. Tại sao ông què k bị quỷ giết,neutral
30,"192 người là giao kèo với quỷ canh rượu chứ có phải trùng với số người bị chết ở dòng họ Trương đâu, nói chung là phim chưa làm rõ được phải đọc tiểu thuyết gốc mới hiểu được",neutral
31,"phim Việt như vầy là quá Ok rùi đó, hình ảnh  + bối cảnh đẹp, hoá trang rất ok. Còn nói về điểm mình chưa thấy ưng đó là diễn xuất, ngoài 2 NSUT và ông đóng chính ra thì thoại của các nhân vật khác khá cứng nhắc, như kiểu học thuộc bài ý, nhiều đoạn thoại còn thấy vô tri vô cùng.Chưa kể 1 làng từ thời nhà Hồ mà giọng Bắc, giọng Nam, giọng miền Tây đủ cả. Khúc đầu nội dung khá lê thê, khúc sau thì lại nhồi nhét.Xem phim xong mà còn quá nhiều thắc mắc luôn ấy\",positive
32,"Kết lại sau 12 tập là 1 bộ phim nhàm chán, ko đọng lại được gì ngoài tình tiết nhạt nhẽo và mấy câu thoại giả trân",negative
33,hay,positive
34,"Kết không giống tiểu thuyết cho lắm, bỏ sót quá nhiều chi tiết, nói chung làm phim được như vậy là ổn rồi, nhưng mà vẫn thương Lão Què",neutral
36,"Công nhận xem phim này hay thật sự . Lâu lắm rồi mình mới cảm thấy có một bộ phim kinh dị của Việt Nam mà có nhiều ấn tượng như vậy . Là 1 người đã từng nghe truyện của chị Bimbimbap Bắp khoảng hơn 1 năm trước thì mình cũng ko nhớ rõ chi tiết trong truyện lắm
Nhưng theo mình thấy thì lên phim nào cũng thế do giới hạn về thời gian và nhiều vấn đề phát sinh nên không thể làm đủ mọi chi tiết hay khai thác kỹ từng nhân vật được . Mà công nhận có nhiều nhân vật cần đc khai thác kỹ hơn như bà Tư mẹ của Hạch , mình thấy là bà này đóng rất đạt nhưng có những chi tiết cho thấy bà này tham tiền của rồi nhẫn tâm hại người trong làng và cả Hạch con gái mình mà vẫn chưa được phim cho thấy hết . 
Và vai Thập Nương hóa trang quá xuất sắc nhưng kiểu chỉ được lên phim lúc quan trọng còn đâu là ko thấy mấy . Mặc dù Lan Phương diễn rất hay . 
Xem tập cuối lúc Thị Thập và Thập Nương nói chuyện mà cười đau bụng nhìn cứ như hai chị em ma đang lên kế hoạch gì đó kinh khủng lắm .
Công nhận khâu hóa trang rất công phu luôn , nhiều khi nghĩ đắp 1 đống đồ lên mặt thế rồi mà còn diễn được vậy đã giỏi rồi chứ cũng không thể đòi hỏi quá mức được nữa .
Đã vậy điều kiện thời tiết thì lạnh rồi thiếu nước và điện mà đoàn làm phim vẫn cố để làm được như vậy đã thấy là tất cả mọi người trong đoàn đã rất cố gắng để tạo ra 1 bộ phim hay nhất đến với khán giả rồi .
Mong chờ bản chiếu rạp ngày 8/12 quá. Có ai mong chờ giống mình không nhỉ 😊?",positive
37,"Đọ truyện đi, nhá hàng để kinh doanh phim nhựa thôi.",neutral
38,2 tập cuối kỷ xảo quá chán luôn😢,negative
39,"cá nhân em cảm thấy mấy tập cuối xem không được hào hứng như mấy tập trước lắm nhưng mà phải công nhận hình ảnh đẹp tốt thật sự ạ , mà em chưa đọc truyện em tò mò là đoạn ông què chỉ thế thôi ạ thật ra trước khi xem em nghe mọi người bàn về phim thì thấy lão què có vẻ cũng mạnh em nghĩ sẽ có một trận combat gay cấn hơn nhưng umm... em xem hơi hụt hẫng tí, với cả đoạn lão tam cuối cùng mọi người giải thích hộ em tại sao lão tam lại mất ạ có phải vì liên quan đến người vợ trước không ?",neutral
40,Xem 3 4 tập đầu khá ok với nội dung gây tò mò. Tuy nhiên mình đã dừng lại và đọc truyện và sau đó cũng không có gì thực sự đọng lại. Cái kết quá dễ đoán và có phần nhịp đổ nhanh để cho xong cốt truyện. Và đến giờ mình cũng không xác định là sẽ xem phim :D,negative
41,xem xong nếu có phần 2 quyết định sẽ k xem,neutral
42,"Nhưng mình vẫn còn 1 câu thắc mắc rất lớn ngay cả từ truyện gốc. 
Ai có để ý hay có thể giải thích dc logic ko???

TẠI SAO THỊ THẬP LẠI BIẾT MÌNH ĐANG MANG THAI 3???

Lỡ là mang thai 1 hay thai đôi thì sao?
- Nếu là Thai 1 thì Lão Thập và Mây hoặc Đức sẽ phải chết thêm

- Nếu là Thai đôi thì hoặc Lão Thập hoặc Mây hoặc Đức hoặc Lão Tam phải chết thêm

Vậy làm sao Thị Thập biết mình đang mang thai bnh thai mà qdinh hi sinh để phá kế hoạch của Thập Nương đc????!????",neutral
43,Theo mình thì đây là một phim Việt Nam rất thành công,positive
44,phim như cổ tích Việt Nam. overrated !,negative
45,"Đánh giá của mình là phần hình ảnh và góc quay, màu phim rất đẹp, nếu không nói tiếng Việt thì mình đã nghĩ nó là phim điện ảnh Hàn hoặc Trung kinh phí lớn. Trang phục và hóa trang tốt. Tuy nhiên đến cuối phim ngoài chi tiết hơi lỏng, mạch phim bị chậm còn kỹ xảo thì thô nhất là những cảnh lửa cháy. Hy vọng phần 2 sẽ hay hơn.",neutral
46,"phim còn có phần 2 ạ,kết là kết mở cho phần 2 ấy là lão què lấy lại hồn cho tam qỷ á",neutral
47,"Phần hình ảnh của phim mình đánh giá cao chỉ vì có những cảnh kinh dị thật sự, còn về phần hoá trang, góc quay cảnh kinh dị thì xin nói thật là không có chút nào đang sợ luôn.
Nội dung thì còn lan man, cách cư xử của nhân vật trong nhiều cảnh phim rất là ba chấm, từ tập 7 trở đi mình thấy nội dung tuột dốc không phanh và không còn chút hấp dẫn như trước khi về làng
Hi vọng sang phần 2 cải thiện hơn",negative
48,"Ai đã từng nghe qua ngoại truyện Tết ở làng địa ngục thì sẽ hiểu thân phận của ông già què ( nữa người nữa sói) rất hay, nhưng có lẽ đạo diễn Việt Nam không quay được bộ phim đó đâu, chỉ sợ làm mất hình tượng ông già què",neutral
49,cho em hỏi với mọi người e chưa đọc tiểu thuyết nên muốn hỏi tại sao tam quỷ cuối ss1 lại chết thế ạ 🥲🥲🥲🥲,neutral
50,Nên cảm thấy vui vì nó là bộ phim đầu voi đuôi chuột. Vì những bộ phim còn lại toàn đầu chuột đuôi chuột,neutral
51,"Trong truyện giải thích rất rõ ràng, vợ 3 quỷ cặp với 4 cháo lòng là do 10 nương sai khiến để dùng sắc dục phá đi lò rượu fake. Thập nương vào làng lúc bà nội của Thập là bà Phong lúc ấy đang còn là bé gái, trong gần ấy năm thập nương dùng đàn đom đóm và vu thuật để giết bớt và khống chế số lượng nhân số của làng. Và trong truyện có thêm lão mục đồng làm nghề bắt rắn ( phim ko có ) câu chuyện lão kể với thập trưởng làng hầu như giải thích 80% những cái chết bí ẩn ở làng. Và lý do duy nhất khiến ông trưởng làng xuống núi được là do ước hẹn năm xưa giữa bé Phong non dại và oan hồn hận thù của thập nương, Phong và con cháu của bà được xuống núi và thập nương bước chân đầu tiên vào làng bằng cách nhập xác vợ cụ Khảm",neutral
52,Cơ bản là do làm thêm Kẻ ăn hồn nên ko thể giải thích chi tiết ở tập cuối đc đó mn.,neutral
53,Truyện gốc hay hơn kể hết những vấn đề thắc mắc,negative
54,"Hay phải khen là
Rất hay . Theo
Mình ekip quá nỗ lực và nsx đầu tư tốt",positive
55,Ông Thập phế quá:((,negative
56,Công nhận là sau tập 5 bắt đầu thấy lê thê dài dòng. Nhịp chậm khác với việc bôi ra trong khi còn rất nhiều chuyện để kể,negative
57,"thứ ám ảnh trong phim kinh dị không phải ở chỗ hóa trang, khi nhân vật show sự máu me như thế nào, mà là sự man rợ,",positive
59,Phim... Nhìn vào là thấy bản sắc Việt Nam.... Có kết mở... Zax là quá tốt rùi....,positive
60,"Có 2 điểm phải chê ở bộ phim này. Thứ nhất là ánh sáng, thứ 2 là 1 vài chi tiết lặp đi lặp lại như bài đồng dao hay câu mượn hồn trả hồn gì gì đó . Cái kết hơi có vấn đề không biết vì sao lão què vẫn sống sau khi luyên rượu mà thập nương lại bị quỷ rượu táp",negative
61,"Phim thì có đột phá hơn so với những phim khác, nhưng nhiều đoạn mình xem cảm thấy ức chế và chưa đủ thỏa mãn khi câu truyện đưa ra rất nhiều dữ kiện những không giải quyết dc hoàn toàn, xem đến cuối vẫn còn thắc mắc. =))) mà mình chả hiểu sao, làng thì bị quỷ ám với giết hết mà chính dân làng lại chẳng có nổi một giải pháp nào để chống lại nó mà từ đầu đến cuối chỉ là sự lo lắng, sợ hãi, nghi ngờ chém giết lẫn nhau. Sau 1 án mạng, đáng lẽ mọi người nên tìm 1 nơi để ở chung, để ít nhất nếu ma quỷ lại tìm đến thì còn kịp thời giúp đỡ nhau, thì lại ai về nhà nấy :))) , dù biết là làm phim dựa theo nguyên tác nhưng mình thấy rất bực bội ấy",negative
62,😢 Mợ Lam đúng là con Ma đáng sợ nhất màn ảnh Việt năm nay luôn,positive
63,"Cá nhân mình thấy khâu hình ảnh có đột phá so với mặt bằng chung của phim việt, chứ để cho lời khen về cốt chuyện và nhân vật thì chưa",neutral
65,"cảm giác k sợ lắm, hình ảnh ma quỷ quay quá rõ và quá nhiều với cả còn nhiều phần người trong đó tạo cảm giác ma quỷ gần với con người quá",negative
66,Phim Việt thế này là quá hay rồi.bối cảnh trang phục rất chỉn chu.ko drama,positive
67,"Số người chết họ trương = số dân do, ác nữ sắp xếp mà",neutral
68,bzhaua,negative
69,tôi thấy màu sắc tươi tắn quá.. kỹ sảo tốt nhưng màu sắc cần u tối hơn... khuôn mặt còn nhiều nét nhân tính... kể ra tạo ra thứ không phải là người thì thực sự ám ảnh,negative
70,Phim k ra cái j cả. Mấy tập cuối nhố nhăng xem giật đùng đùng chán chuyện,negative
71,Cái mình thấy một số cmt có nói là sao trong một làng mà có nhiều thứ giọng nó ko logic với một ngôi làng sống tách biệt thì mình nghĩ có lẽ nó chỉ là ảnh hưởng khi bạn ko muốn nghe quá nhiều thứ giọng thôi. Còn về logic thì thực ra các phim mình thấy của Hollywood cũng sẽ kiểu vậy như người Trung Quốc thời xưa mà vẫn nói tiếng anh như tiếng mẹ đẻ 😂,neutral
72,Tam quỷ cuối phim đã lên đò chở vong,neutral
73,"mình thấy chị Lan Phương diễn cực tròn vai, đọc thoại cực cuốn nha. còn Ba Lùi đọc thoại hơi tụt mood xíu nhưng bù lại phần diễn lại khá ok",positive
74,"Cá nhân mình ko xem phim nhưng sau khi xem ác bài đánh giá cx như các bài tóm tắt,vid recap thì mình nhận thấy rằng các nhân vật phụ,nhân vật quần chúng khá vô hình,khá mờ nhạt",neutral
75,tam vs ông què như 2 bố con vậy😂😂,neutral
76,phim hay nhưng ông trưởng làng đần vc,negative
77,Nghe truyện rồi mới xem nó dễ hiểu hơn ;)),neutral
78,là mạnh tay dữ chưa,neutral
79,Ông Tam Quỷ coi vừa cười vừa khóc thao túng tâm lý vãi,neutral
80,"Phần cuối phim cảm giác giống bạn muốn hắt xì nhưng ko hắt xì nổi, bí bó khó chịu",negative
81,Ai đọc truyện rồi cho mình hỏi sao vợ ô Tam Quỷ lại cặp bồ với Tứ cháo lòng k,neutral
85,"Không coi khinh khán giả, kính nghiệp là đủ để kéo khán giả trân trọng rồi....thật buồn vì đó đúng là ""tiêu chuẩn thấp nhất ngày xưa"" :|",negative
89,"Chuẩn lun, thấy mấy tập đầu cuốn theo hướng bí ẩn mà sợ, tập cuối ma xuất hiện thì như phim phép thuật ko thấy sợ nữa. Mấy tập cuối nên cho cái j đó bí ẩn hay lật kèo j đó thì kích thích hay hơn. Kết là phim hay mà kết chưa thoả mãn lm, mong phần 2 sẽ tốt hơn",neutral
90,"Vai Tam Quỷ hồi chưa xem thấy xàm xàm khi xem xong thì mới nhận ra ngoài Tấn Phát thì khó ai vô đc vai đó vì ranh giới hài hước với xàm, vô duyên rất mong manh.",positive
92,"Theo em được biết là Thập Nương nhập hồn vào Thị Tam để vụng trộn với Tứ cháo lòng  và lấy đi rượu sọ người với lại Thập Nương luôn dùng đom đóm đỏ để câu hồn trẻ em và cho chúng ch*t 1 cách tự nhiên và để thao túng số lượng của dân làng. Có phân cảnh Hạch gọi Mây dưới nước dụ Mây té xuống, Mây là người có dòng máu thuần âm nên khi làm vậy máu của Mây sẽ phá hủy kết giới của mẹ của bà nội Thập, chi tiết này có ở kẻ ăn hồn.( Kết giới mà em nói để làm cho các linh hồn không vào được làng, mà Thập Nương là 1 linh hồn nên phải dụ Mây để làm v)",neutral
94,Màn lửa cháy thua cả phim những năm 2000 sao ko nhắc đến?,negative
95,Tại sao Tam quỷ lại lên đò? Có ai giải thích giúp mình được không ạ?,neutral
96,"Vừa xem liền 1 mạch 12 tập. Về mặt hình ảnh thì đúng là đỉnh đối với phim Việt từ trước đến giờ, cơ mà nội dung thì như trò đùa. Kể thì lê thê mà cuối cùng mọi thứ cứ chừng hửng 1 cách khó chịu, chả đâu vào đâu.",negative
97,"Hơi chậm. Nhưng mình vừa thưởng thức xong series trên Netflix. Thì mình cũng có cảm giác giống với Phê Phim. Phải khen đội ngũ làm phim cũng như dàn cast đã cố gắng làm một tác phẩm chỉn chu và táo bạo. Phần nhìn rất ổn và phần âm thanh ôn mặc dù đúng thiệt là phần hóa trang của Người lái đò với của Lão Quèo khi hóa thân thì hơi cấn. Phim đúng là đi hơi chậm và đôi khi kiểu giải thích quá nhiều. Và có nhiều phân cảnh rất đáng sợ nhưng mà kiểu kéo dài quá lâu nên cũng hơi ngán. Bầu không khí âm u, đáng sợ, ngộp thở. Phần hóa trang thì rất đáng sợ nhưng mà kiểu đôi khi xuất hiện quá nhiều nên cũng khiến cho độ đáng sợ của một số nhân vật bị giảm. Kết phim vẫn hơi chưa thỏa mãn và đặc biệt là phân đoạn cuối phim giải thích khá dài dòng khiến cho đoạn cao trào hơi bị hụt hẫng. Tuy là phim cũng còn nhiều điểm hạn chế nhưng hiện tại phim đã làm rất ổn và mình cũng muốn ngóng phần 2",neutral
98,"Mình thấy càng về cuối, cốt truyện của phim nó càng đuối",negative
99,"Mình đọc truyện và thấy phim đã có cố gắng nhưng đúng là hơi đuối so với truyện. Mạch phim có lẽ nhiều người nói rồi nhưng về tạo hình, phần khá nhiều người khen mình thấy là tạo hình nhân vật. Nhân vật ông lão què lúc biến hình miệng ko cử động tự nhiên theo giọng nói, khiến người xem cảm thấy đây đúng là 1 mô hình biết đi chứ ko p 1 con quái vật biến ra từ 1 ông già :)))",negative
100,phim hay nhat cua VietNam,negative
2,Lời intro cháy quá ,negative
4,Nahhh tôi chắn chắn rằng khi có phim mọi người sẽ chỉ ra rạp xem phim vì đơn giản là thích cái meme khi ông vua lùn nước pháp ngồi bất lực trong trận waterloo thôi 💀,negative
9,"There""s nothing we can do 😥😥😥",neutral
11,"Mặc dù yêu chuộng hoà bình đến mấy thù gét chiến tranh đến mấy thì thời đại nào ta cũng phải tôn trọng lịch sự và những nhân sử vĩ đại. Khắc họa một vị thần chiến tranh, một trong những nhà cầm binh vĩ đại bậc nhất lịch sử nhân loại, và là một nhân sử có sức ảnh hưởng nhất lịch sử hiện đại, có tầm nhìn xa trông rộng tư tưởng đi trước thời đại đã để lại vô số những di sản văn hóa và đạo luật giúp phát triển và thay đổi vị thế của toàn Châu âu. Những di sản của Napoleon Bonaparte để lại cho nước Pháp nói riêng và Châu âu nói chung là quá to lớn. Học thuyết chiến tranh và chiến thuật tác chiến của ông vẫn đang được nghiên cứu tại các trường đại học danh tiếng khắp thế giới.",positive
12,"chưa xem ,nhất định phải xem",neutral
14,Phim về người vĩ đại của Pháp mà để cho kẻ thù truyền thống Anh làm phim. Thì giống những phim Mỹ làm về Liên Xô vậy.,negative
17,Biên kịch lembem mang làn gió mới vừa joke nhưng cx vấn rất chuyên môn pp,positive
22,"ông đạo diễn ng Anh chỉ nói về những mất mát do các chiến dịch do Napoleon gây ra, mà ko đề cập những chiến dịch ấy vốn cũng 1 phần do Anh nhúng tay vào, hầu hết các cuộc chiến của Napoleon là chống lại các liên minh quân sự do Anh dẫn đầu chống lại Pháp cùng nỗ lực đẩy ảnh hưởng của ng Anh ra khỏi lục địa. Đã có thời Pháp và Napoleon đã muốn hòa bình vs ng Anh nhưng chính ng Anh đã khước từ và tiếp tục các chính sách và chiến dịch chống Pháp, thử hỏi nếu là 1 vị vua nước Pháp, bạn có ngồi yên nhìn nước mình bị kẻ thù dần khép vòng vây không? Hay sẽ đem quân tấn công trước, đập tan bất kỳ thế lực nào đang nhăm nhe chống lại quốc gia của bạn, bất chấp tổn thất có lớn thế nào đi nữa.",negative
23,trận waterloo lúc đó napoleon đang lậm bệnh mà cầm kiếm ra tiên phong ảo thật đó =)),negative
24,kì vọng nhiều phim này ra rạp coi bữa đầu chiếu và cái kết tỉnh cảm ko tới đâu đánh trận mặt dù có đẹp nhưng mà về quy mô thì thấy coi phim waterloo 1970 hay hơn 😅,neutral
25,"Hoàng tộc các quốc gia thời Trung cổ thì nói tiếng Pháp, còn vị vua vĩ đại nhất nước Pháp, người đẻ ra định nghĩa chủ nghĩa dân tộc Pháp, áp chế quần hùng cả châu Âu thì bị 1 đạo diễn Ơn lạnh bắt nói tiếng Anh. Đúng là đáng buồn",positive
28,Về lích sử khi bị lưu đầy Napoleon quyết định đi về paris. Và tất cả binh lính đều đầu hàng tôn ông lên làm vua. Nga hoàng mệt quá mới đưa qua Canada 😂,positive
30,"Mình đã coi phim này, và mình hoàn toàn đồng ý với phê phim khi phim biến napoleon thành một thằng simp và yêu một cách bất chấp, mặc dù bà vợ ông đã cheat ổng 2 lần",negative
31,Mấy bạn trông chờ điều gì ở phim của người Anh nói về hoàng đế Pháp từng ngồi lên đầu cả Châu Âu nhỉ 😂,negative
32,"Nó cũng không có gì lạ cả. Nó như việc nếu việt nam làm phim về một viên tướng đã chiến bại tại việt nam vậy. 
Người anh và người pháp vốn ghét nhau không kém gì việt nam kém trung quốc. 
Bộ phim đơn giản thể hiện một napoleon hèn mọn ở bên trong, ba hoa trong tình ái nhưng vô cùng ngạo mạn kẹp theo thượng đẵng ở bên ngoài. Chỉ có cái miệng nói đao to búa lớn, giỏi giết ngời và sự cuồng chiến là giỏi.  

Khó lòng chờ đợi gì hơn từ một bộ phim có rất nhiều sự thù hằn dân tộc và chính trị ở trong đó. Nó không khá gì việc trung quốc dìm hàng nhật, phim nhật thể hiện thượng đẵng của đông á đại dân tộc so với đám còn lại của châu á hay phim hàn tung hô tự bản thân hàn quốc cân all.",negative
